volume,vol_weighted_price,open,close,high,low,timestamp,num_transactions,ticker,Date
4911891.0,76.3142,77.18,76.33,78.14,75.595,1649908800000,33207,HOLX,2022-04-14
519089.0,91.607,92.01,91.36,92.68,91.27,1649908800000,8887,HSIC,2022-04-14
1602537.0,461.0694,461.05,460.56,465.235,458.63,1649908800000,25909,HUM,2022-04-14
432377.0,500.8203,510.3,496.78,511.15,496.4,1649908800000,15210,IDXX,2022-04-14
582913.0,337.0063,345.0,336.49,345.04,333.39,1649908800000,20226,ILMN,2022-04-14
4005764.0,81.7013,81.56,81.74,82.85,80.95,1649908800000,25855,INCY,2022-04-14
931214.0,239.368,240.12,238.48,241.65,235.27,1649908800000,20436,IQV,2022-04-14
1582532.0,280.8494,286.1,279.7,287.15,278.95,1649908800000,34433,ISRG,2022-04-14
6188193.0,180.247,180.0,179.9,181.4,179.73,1649908800000,65794,JNJ,2022-04-14
1439629.0,269.1666,270.09,269.04,271.085,267.11,1649908800000,16368,LH,2022-04-14
1898106.0,302.2998,303.75,301.86,304.47,300.19,1649908800000,32789,LLY,2022-04-14
969141.0,325.2638,326.5,323.25,329.39,322.74,1649908800000,19664,MCK,2022-04-14
6665823.0,109.4824,110.83,109.02,111.11,108.91,1649908800000,61022,MDT,2022-04-14
22096120.0,86.5221,86.13,86.91,87.51,85.41,1649908800000,114811,MRK,2022-04-14
4348281.0,166.923,168.59,165.49,170.75,164.85,1649908800000,67959,MRNA,2022-04-14
135932.0,1324.9659,1344.07,1318.36,1344.07,1314.235,1649908800000,7350,MTD,2022-04-14
1516099.0,34.9241,35.01,34.9,35.32,34.465,1649908800000,11200,OGN,2022-04-14
17240120.0,53.3266,53.4,53.12,53.9094,53.04,1649908800000,112329,PFE,2022-04-14
569727.0,162.4478,164.23,161.42,164.6986,161.18,1649908800000,12355,PKI,2022-04-14
795710.0,733.6434,732.25,733.02,738.9916,730.94,1649908800000,23410,REGN,2022-04-14
424342.0,234.8337,237.01,234.21,237.16,233.54,1649908800000,10557,RMD,2022-04-14
533273.0,245.8932,250.43,244.46,251.17,243.99,1649908800000,10733,STE,2022-04-14
913008.0,262.5504,265.53,261.7,265.5411,261.17,1649908800000,18184,SYK,2022-04-14
199183.0,418.5098,421.33,418.08,425.17,413.68,1649908800000,6723,TECH,2022-04-14
285422.0,335.9566,340.0,336.62,340.14,333.14,1649908800000,8635,TFX,2022-04-14
1225640.0,570.0381,578.03,568.9,578.07,564.64,1649908800000,32884,TMO,2022-04-14
390024.0,151.1461,149.38,151.14,152.36,149.38,1649908800000,10175,UHS,2022-04-14
4211268.0,539.8227,538.5,534.82,553.29,534.07,1649908800000,84000,UNH,2022-04-14
2520810.0,288.5659,289.32,287.97,292.75,286.08,1649908800000,42933,VRTX,2022-04-14
9283478.0,10.993,10.99,10.96,11.115,10.94,1649908800000,47003,VTRS,2022-04-14
273834.0,296.6727,299.5,295.39,300.785,293.41,1649908800000,8999,WAT,2022-04-14
258010.0,382.9907,389.24,381.22,390.62,379.625,1649908800000,9372,WST,2022-04-14
887750.0,49.094,48.82,49.07,49.355,48.63,1649908800000,13077,XRAY,2022-04-14
1087317.0,126.7977,128.16,126.0,128.75,125.95,1649908800000,18119,ZBH,2022-04-14
1819443.0,188.3496,189.9,187.3,190.51,186.32,1649908800000,32676,ZTS,2022-04-14
